ID,graphml
paf10,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Goutte-de-Pluie"">      <data key=""d0"">Goutte-de-Pluie;Goutte-de-Pluie Quarante-cinq;Goutte-de-Pluie Quarante-trois</data>    </node>    <node id=""Goutte-de-Pluie Quarante-cinq"">      <data key=""d0"">Goutte-de-Pluie;Goutte-de-Pluie Quarante-cinq</data>    </node>    <node id=""Goutte-de-Pluie Quarante-trois"">      <data key=""d0"">Goutte-de-Pluie;Goutte-de-Pluie Quarante-trois</data>    </node>    <node id=""Seldon"">      <data key=""d0"">Seldon</data>    </node>    <node id=""Dors"">      <data key=""d0"">Dors</data>    </node>    <node id=""Hari"">      <data key=""d0"">Hari</data>    </node>    <edge source=""Goutte-de-Pluie"" target=""Goutte-de-Pluie Quarante-cinq"" />    <edge source=""Goutte-de-Pluie"" target=""Goutte-de-Pluie Quarante-trois"" />    <edge source=""Goutte-de-Pluie Quarante-cinq"" target=""Goutte-de-Pluie Quarante-trois"" />    <edge source=""Goutte-de-Pluie Quarante-cinq"" target=""Seldon"" />    <edge source=""Goutte-de-Pluie Quarante-cinq"" target=""Dors"" />    <edge source=""Goutte-de-Pluie Quarante-cinq"" target=""Hari"" />    <edge source=""Goutte-de-Pluie Quarante-trois"" target=""Seldon"" />    <edge source=""Goutte-de-Pluie Quarante-trois"" target=""Dors"" />    <edge source=""Goutte-de-Pluie Quarante-trois"" target=""Hari"" />  </graph></graphml>"
paf11,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Seldon</data>    </node>    <node id=""Seldon"">      <data key=""d0"">Hari Seldon;Seldon</data>    </node>    <node id=""Dors Venabili"">      <data key=""d0"">Dors Venabili;Dors</data>    </node>    <node id=""Dors"">      <data key=""d0"">Dors Venabili;Dors</data>    </node>    <node id=""Mycelium Soixante-douze"">      <data key=""d0"">Mycelium Soixante-douze</data>    </node>    <edge source=""Hari Seldon"" target=""Seldon"" />    <edge source=""Hari Seldon"" target=""Dors Venabili"" />    <edge source=""Hari Seldon"" target=""Dors"" />    <edge source=""Hari Seldon"" target=""Mycelium Soixante-douze"" />    <edge source=""Seldon"" target=""Dors Venabili"" />    <edge source=""Seldon"" target=""Mycelium Soixante-douze"" />    <edge source=""Dors Venabili"" target=""Dors"" />    <edge source=""Dors Venabili"" target=""Mycelium Soixante-douze"" />    <edge source=""Dors"" target=""Mycelium Soixante-douze"" />  </graph></graphml>"
paf12,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Seldon;L;l</data>    </node>    <node id=""Seldon"">      <data key=""d0"">Hari Seldon;Seldon;L;l</data>    </node>    <node id=""L"">      <data key=""d0"">Hari Seldon;Seldon;L;l;Demerzel;Cleon</data>    </node>    <node id=""Empereur"">      <data key=""d0"">Empereur;Empereurs</data>    </node>    <node id=""l"">      <data key=""d0"">Hari Seldon;Seldon;L;l;Demerzel;Cleon</data>    </node>    <node id=""Demerzel"">      <data key=""d0"">L;l;Demerzel</data>    </node>    <node id=""Cleon"">      <data key=""d0"">L;l;Cleon</data>    </node>    <node id=""Empereurs"">      <data key=""d0"">Empereur;Empereurs</data>    </node>    <edge source=""Hari Seldon"" target=""Seldon"" />    <edge source=""Hari Seldon"" target=""L"" />    <edge source=""Hari Seldon"" target=""Empereur"" />    <edge source=""Hari Seldon"" target=""l"" />    <edge source=""Hari Seldon"" target=""Demerzel"" />    <edge source=""Hari Seldon"" target=""Cleon"" />    <edge source=""Hari Seldon"" target=""Empereurs"" />    <edge source=""Seldon"" target=""L"" />    <edge source=""Seldon"" target=""l"" />    <edge source=""L"" target=""Empereur"" />    <edge source=""L"" target=""l"" />    <edge source=""L"" target=""Demerzel"" />    <edge source=""L"" target=""Cleon"" />    <edge source=""L"" target=""Empereurs"" />    <edge source=""Empereur"" target=""l"" />    <edge source=""Empereur"" target=""Demerzel"" />    <edge source=""l"" target=""Demerzel"" />    <edge source=""l"" target=""Cleon"" />    <edge source=""l"" target=""Empereurs"" />    <edge source=""Cleon"" target=""Empereurs"" />  </graph></graphml>"
paf13,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""DAHL"">      <data key=""d0"">DAHL</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Hari</data>    </node>    <node id=""Dors Venabili"">      <data key=""d0"">Dors Venabili;Dors</data>    </node>    <node id=""Dors"">      <data key=""d0"">Dors Venabili;Dors</data>    </node>    <node id=""-- Mere"">      <data key=""d0"">-- Mere</data>    </node>    <node id=""Hari"">      <data key=""d0"">Hari Seldon;Hari</data>    </node>    <edge source=""DAHL"" target=""Hari Seldon"" />    <edge source=""DAHL"" target=""Dors Venabili"" />    <edge source=""DAHL"" target=""Dors"" />    <edge source=""DAHL"" target=""-- Mere"" />    <edge source=""DAHL"" target=""Hari"" />    <edge source=""Hari Seldon"" target=""Dors Venabili"" />    <edge source=""Hari Seldon"" target=""Dors"" />    <edge source=""Hari Seldon"" target=""-- Mere"" />    <edge source=""Hari Seldon"" target=""Hari"" />    <edge source=""Dors Venabili"" target=""Dors"" />    <edge source=""Dors Venabili"" target=""-- Mere"" />    <edge source=""Dors Venabili"" target=""Hari"" />    <edge source=""Dors"" target=""-- Mere"" />    <edge source=""Dors"" target=""Hari"" />    <edge source=""-- Mere"" target=""Hari"" />  </graph></graphml>"
paf14,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Davan"">      <data key=""d0"">Davan</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Seldon</data>    </node>    <node id=""Dors Venabili"">      <data key=""d0"">Dors Venabili;Dors</data>    </node>    <node id=""Seldon"">      <data key=""d0"">Hari Seldon;Seldon</data>    </node>    <node id=""Maitre Tisalver"">      <data key=""d0"">Tisalver;Maitre Tisalver</data>    </node>    <node id=""Maitresse Venabili"">      <data key=""d0"">Maitresse;Maitresse Venabili</data>    </node>    <node id=""Tisalver"">      <data key=""d0"">Tisalver;Maitre Tisalver</data>    </node>    <node id=""Maitresse"">      <data key=""d0"">Maitresse;Maitresse Venabili</data>    </node>    <node id=""Dors"">      <data key=""d0"">Dors Venabili;Dors</data>    </node>    <edge source=""Davan"" target=""Hari Seldon"" />    <edge source=""Davan"" target=""Dors Venabili"" />    <edge source=""Davan"" target=""Seldon"" />    <edge source=""Davan"" target=""Maitre Tisalver"" />    <edge source=""Davan"" target=""Maitresse Venabili"" />    <edge source=""Hari Seldon"" target=""Dors Venabili"" />    <edge source=""Hari Seldon"" target=""Tisalver"" />    <edge source=""Hari Seldon"" target=""Seldon"" />    <edge source=""Hari Seldon"" target=""Maitre Tisalver"" />    <edge source=""Hari Seldon"" target=""Maitresse"" />    <edge source=""Hari Seldon"" target=""Maitresse Venabili"" />    <edge source=""Hari Seldon"" target=""Dors"" />    <edge source=""Dors Venabili"" target=""Tisalver"" />    <edge source=""Dors Venabili"" target=""Seldon"" />    <edge source=""Dors Venabili"" target=""Maitre Tisalver"" />    <edge source=""Dors Venabili"" target=""Maitresse"" />    <edge source=""Dors Venabili"" target=""Maitresse Venabili"" />    <edge source=""Dors Venabili"" target=""Dors"" />    <edge source=""Seldon"" target=""Maitre Tisalver"" />    <edge source=""Seldon"" target=""Maitresse Venabili"" />    <edge source=""Seldon"" target=""Dors"" />    <edge source=""Maitre Tisalver"" target=""Tisalver"" />    <edge source=""Maitre Tisalver"" target=""Maitresse"" />    <edge source=""Maitre Tisalver"" target=""Maitresse Venabili"" />    <edge source=""Maitre Tisalver"" target=""Dors"" />    <edge source=""Maitresse Venabili"" target=""Tisalver"" />    <edge source=""Maitresse Venabili"" target=""Maitresse"" />    <edge source=""Maitresse Venabili"" target=""Dors"" />    <edge source=""Tisalver"" target=""Maitresse"" />  </graph></graphml>"
paf15,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""RAYCH"">      <data key=""d0"">RAYCH;Raych</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Seldon;Hari</data>    </node>    <node id=""Raych"">      <data key=""d0"">RAYCH;Raych</data>    </node>    <node id=""ALACT"">      <data key=""d0"">ALACT</data>    </node>    <node id=""Seldon"">      <data key=""d0"">Hari Seldon;Seldon</data>    </node>    <node id=""Dors"">      <data key=""d0"">Dors</data>    </node>    <node id=""Hari"">      <data key=""d0"">Hari Seldon;Hari</data>    </node>    <node id=""Maire"">      <data key=""d0"">Maire</data>    </node>    <node id=""Dahl"">      <data key=""d0"">Dahl</data>    </node>    <node id=""Trantor"">      <data key=""d0"">Trantor</data>    </node>    <edge source=""RAYCH"" target=""Hari Seldon"" />    <edge source=""RAYCH"" target=""Raych"" />    <edge source=""RAYCH"" target=""ALACT"" />    <edge source=""RAYCH"" target=""Seldon"" />    <edge source=""RAYCH"" target=""Dors"" />    <edge source=""RAYCH"" target=""Hari"" />    <edge source=""RAYCH"" target=""Maire"" />    <edge source=""RAYCH"" target=""Dahl"" />    <edge source=""RAYCH"" target=""Trantor"" />    <edge source=""Hari Seldon"" target=""Raych"" />    <edge source=""Hari Seldon"" target=""ALACT"" />    <edge source=""Hari Seldon"" target=""Seldon"" />    <edge source=""Hari Seldon"" target=""Dors"" />    <edge source=""Hari Seldon"" target=""Hari"" />    <edge source=""Hari Seldon"" target=""Maire"" />    <edge source=""Hari Seldon"" target=""Dahl"" />    <edge source=""Hari Seldon"" target=""Trantor"" />    <edge source=""Raych"" target=""ALACT"" />    <edge source=""Raych"" target=""Hari"" />    <edge source=""ALACT"" target=""Seldon"" />    <edge source=""ALACT"" target=""Dors"" />    <edge source=""ALACT"" target=""Hari"" />    <edge source=""ALACT"" target=""Maire"" />    <edge source=""ALACT"" target=""Dahl"" />    <edge source=""ALACT"" target=""Trantor"" />  </graph></graphml>"
paf16,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id="""">      <data key=""d0"">;s;Mannix IV;Mycogene;Seldon;Emmer Thalus;Hari Seldon;Thalus;Dors</data>    </node>    <node id=""s"">      <data key=""d0"">;s;Seldon;Emmer Thalus;Hari Seldon;Thalus;Dors</data>    </node>    <node id=""Mannix IV"">      <data key=""d0"">;Mannix IV</data>    </node>    <node id=""Mycogene"">      <data key=""d0"">;Mycogene</data>    </node>    <node id=""Seldon"">      <data key=""d0"">;s;Seldon;Hari Seldon</data>    </node>    <node id=""Emmer Thalus"">      <data key=""d0"">;s;Emmer Thalus;Thalus</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">;s;Seldon;Hari Seldon</data>    </node>    <node id=""Thalus"">      <data key=""d0"">;s;Emmer Thalus;Thalus</data>    </node>    <node id=""Dors"">      <data key=""d0"">;s;Dors</data>    </node>    <edge source="""" target=""s"" />    <edge source="""" target=""Mannix IV"" />    <edge source="""" target=""Mycogene"" />    <edge source="""" target=""Seldon"" />    <edge source="""" target=""Emmer Thalus"" />    <edge source="""" target=""Hari Seldon"" />    <edge source="""" target=""Thalus"" />    <edge source="""" target=""Dors"" />    <edge source=""s"" target=""Mannix IV"" />    <edge source=""s"" target=""Mycogene"" />    <edge source=""s"" target=""Seldon"" />    <edge source=""s"" target=""Emmer Thalus"" />    <edge source=""s"" target=""Hari Seldon"" />    <edge source=""s"" target=""Thalus"" />    <edge source=""s"" target=""Dors"" />    <edge source=""Mannix IV"" target=""Mycogene"" />    <edge source=""Mannix IV"" target=""Seldon"" />    <edge source=""Mannix IV"" target=""Emmer Thalus"" />    <edge source=""Mannix IV"" target=""Hari Seldon"" />    <edge source=""Mannix IV"" target=""Thalus"" />    <edge source=""Mannix IV"" target=""Dors"" />    <edge source=""Mycogene"" target=""Emmer Thalus"" />    <edge source=""Mycogene"" target=""Hari Seldon"" />    <edge source=""Seldon"" target=""Emmer Thalus"" />    <edge source=""Seldon"" target=""Hari Seldon"" />    <edge source=""Seldon"" target=""Thalus"" />    <edge source=""Emmer Thalus"" target=""Hari Seldon"" />    <edge source=""Emmer Thalus"" target=""Thalus"" />    <edge source=""Emmer Thalus"" target=""Dors"" />    <edge source=""Hari Seldon"" target=""Thalus"" />    <edge source=""Hari Seldon"" target=""Dors"" />  </graph></graphml>"
paf17,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""THALUS"">      <data key=""d0"">THALUS</data>    </node>    <node id=""Seldon"">      <data key=""d0"">Seldon</data>    </node>    <node id=""Dors Venabili"">      <data key=""d0"">Dors Venabili;Dors</data>    </node>    <node id=""Raych"">      <data key=""d0"">Raych</data>    </node>    <node id=""Maire a"">      <data key=""d0"">Maire a</data>    </node>    <node id=""Dors"">      <data key=""d0"">Dors Venabili;Dors</data>    </node>    <node id=""Hummin"">      <data key=""d0"">Hummin</data>    </node>    <edge source=""THALUS"" target=""Seldon"" />    <edge source=""THALUS"" target=""Dors Venabili"" />    <edge source=""THALUS"" target=""Raych"" />    <edge source=""THALUS"" target=""Maire a"" />    <edge source=""THALUS"" target=""Dors"" />    <edge source=""THALUS"" target=""Hummin"" />    <edge source=""Seldon"" target=""Dors Venabili"" />    <edge source=""Seldon"" target=""Maire a"" />    <edge source=""Seldon"" target=""Dors"" />    <edge source=""Dors Venabili"" target=""Raych"" />    <edge source=""Dors Venabili"" target=""Maire a"" />    <edge source=""Dors Venabili"" target=""Dors"" />    <edge source=""Dors Venabili"" target=""Hummin"" />    <edge source=""Raych"" target=""Maire a"" />    <edge source=""Maire a"" target=""Dors"" />    <edge source=""Maire a"" target=""Hummin"" />  </graph></graphml>"
paf18,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Dors SELDON"">      <data key=""d0"">Dors SELDON;Seldon</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Seldon</data>    </node>    <node id=""Raych Seldon"">      <data key=""d0"">Raych Seldon;Seldon</data>    </node>    <node id=""Seldon"">      <data key=""d0"">Dors SELDON;Hari Seldon;Raych Seldon;Seldon</data>    </node>    <node id=""Hummin"">      <data key=""d0"">Hummin</data>    </node>    <node id=""Mere Rittah"">      <data key=""d0"">Mere Rittah</data>    </node>    <edge source=""Dors SELDON"" target=""Hari Seldon"" />    <edge source=""Dors SELDON"" target=""Raych Seldon"" />    <edge source=""Dors SELDON"" target=""Seldon"" />    <edge source=""Dors SELDON"" target=""Hummin"" />    <edge source=""Dors SELDON"" target=""Mere Rittah"" />    <edge source=""Hari Seldon"" target=""Raych Seldon"" />    <edge source=""Hari Seldon"" target=""Seldon"" />    <edge source=""Hari Seldon"" target=""Hummin"" />    <edge source=""Hari Seldon"" target=""Mere Rittah"" />    <edge source=""Raych Seldon"" target=""Seldon"" />    <edge source=""Raych Seldon"" target=""Hummin"" />    <edge source=""Raych Seldon"" target=""Mere Rittah"" />    <edge source=""Seldon"" target=""Mere Rittah"" />    <edge source=""Hummin"" target=""Mere Rittah"" />  </graph></graphml>"
lca0,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Simpson"">      <data key=""d0"">Simpson</data>    </node>    <node id=""R. Sammy"">      <data key=""d0"">R. Sammy</data>    </node>    <node id=""Vince Barrett"">      <data key=""d0"">Vince Barrett;Vince</data>    </node>    <node id=""Vince"">      <data key=""d0"">Vince Barrett;Vince</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""JULIUS ENDERBY"">      <data key=""d0"">JULIUS ENDERBY;Enderby</data>    </node>    <node id=""Enderby"">      <data key=""d0"">JULIUS ENDERBY;Enderby</data>    </node>    <edge source=""Simpson"" target=""R. Sammy"" />    <edge source=""Simpson"" target=""Vince Barrett"" />    <edge source=""Simpson"" target=""Vince"" />    <edge source=""Simpson"" target=""Baley"" />    <edge source=""Simpson"" target=""JULIUS ENDERBY"" />    <edge source=""Simpson"" target=""Enderby"" />    <edge source=""R. Sammy"" target=""Vince Barrett"" />    <edge source=""R. Sammy"" target=""Vince"" />    <edge source=""R. Sammy"" target=""Baley"" />    <edge source=""R. Sammy"" target=""JULIUS ENDERBY"" />    <edge source=""R. Sammy"" target=""Enderby"" />    <edge source=""Vince Barrett"" target=""Vince"" />    <edge source=""Vince Barrett"" target=""Baley"" />    <edge source=""Vince Barrett"" target=""JULIUS ENDERBY"" />    <edge source=""Vince Barrett"" target=""Enderby"" />    <edge source=""Vince"" target=""JULIUS ENDERBY"" />    <edge source=""Baley"" target=""JULIUS ENDERBY"" />    <edge source=""JULIUS ENDERBY"" target=""Enderby"" />  </graph></graphml>"
lca1,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <graph edgedefault=""undirected"" /></graphml>"
lca2,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <edge source=""Baley"" target=""R. Daneel"" />  </graph></graphml>"
lca3,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <edge source=""Baley"" target=""Elijah"" />  </graph></graphml>"
lca4,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Jessie"">      <data key=""d0"">Jessie</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel;Daneel</data>    </node>    <node id=""Olivaw"">      <data key=""d0"">Olivaw</data>    </node>    <node id=""Ben"">      <data key=""d0"">Ben</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Daneel"">      <data key=""d0"">R. Daneel;Daneel</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>    <edge source=""Jessie"" target=""R. Daneel"" />    <edge source=""R. Daneel"" target=""Olivaw"" />    <edge source=""R. Daneel"" target=""Ben"" />    <edge source=""R. Daneel"" target=""Baley"" />    <edge source=""R. Daneel"" target=""Daneel"" />    <edge source=""R. Daneel"" target=""Elijah"" />  </graph></graphml>"
lca5,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Elijah Baley"">      <data key=""d0"">Elijah Baley;Baley</data>    </node>    <node id=""Jessie"">      <data key=""d0"">Jessie</data>    </node>    <node id=""R. Daneel Olivaw"">      <data key=""d0"">R. Daneel Olivaw</data>    </node>    <node id=""Baley"">      <data key=""d0"">Elijah Baley;Baley</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <edge source=""Elijah Baley"" target=""Jessie"" />    <edge source=""Elijah Baley"" target=""R. Daneel Olivaw"" />    <edge source=""Elijah Baley"" target=""Baley"" />    <edge source=""Elijah Baley"" target=""Lije"" />    <edge source=""Jessie"" target=""R. Daneel Olivaw"" />    <edge source=""R. Daneel Olivaw"" target=""Baley"" />    <edge source=""R. Daneel Olivaw"" target=""Lije"" />  </graph></graphml>"
lca6,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""R. Sammy"">      <data key=""d0"">R. Sammy</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <edge source=""Daneel"" target=""Lije"" />    <edge source=""Daneel"" target=""R. Sammy"" />    <edge source=""Daneel"" target=""R. Daneel"" />    <edge source=""Lije"" target=""Enderby"" />    <edge source=""Lije"" target=""Baley"" />    <edge source=""Lije"" target=""R. Sammy"" />    <edge source=""Lije"" target=""R. Daneel"" />    <edge source=""R. Sammy"" target=""Enderby"" />    <edge source=""R. Sammy"" target=""Baley"" />    <edge source=""R. Sammy"" target=""R. Daneel"" />    <edge source=""R. Daneel"" target=""Enderby"" />    <edge source=""R. Daneel"" target=""Baley"" />  </graph></graphml>"
lca7,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Dr Sarton"">      <data key=""d0"">Dr Sarton</data>    </node>    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Julius"">      <data key=""d0"">Julius</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <edge source=""Enderby"" target=""Dr Sarton"" />    <edge source=""Enderby"" target=""R. Daneel"" />    <edge source=""Dr Sarton"" target=""Julius"" />    <edge source=""Dr Sarton"" target=""Lije"" />    <edge source=""Dr Sarton"" target=""Baley"" />    <edge source=""Dr Sarton"" target=""R. Daneel"" />    <edge source=""R. Daneel"" target=""Julius"" />    <edge source=""R. Daneel"" target=""Lije"" />    <edge source=""R. Daneel"" target=""Baley"" />  </graph></graphml>"
lca8,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Dr Fastolfe"">      <data key=""d0"">Dr Fastolfe</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <edge source=""R. Daneel"" target=""Baley"" />    <edge source=""R. Daneel"" target=""Dr Fastolfe"" />    <edge source=""R. Daneel"" target=""Lije"" />    <edge source=""Baley"" target=""Dr Fastolfe"" />    <edge source=""Dr Fastolfe"" target=""Lije"" />  </graph></graphml>"
lca9,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""R. Daneel"">      <data key=""d0"">R. Daneel</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Trinite"">      <data key=""d0"">Trinite</data>    </node>    <edge source=""R. Daneel"" target=""Baley"" />    <edge source=""R. Daneel"" target=""Trinite"" />  </graph></graphml>"
